X,Y,numReview,avgReview,num,age,sex,job,zip
0.29442,0.56792,0.17434,0.66904,436,30,F,administrator,17345
0.59174,0.29121,0.33891,0.61872,437,27,F,other,20009
0.056492,0.54963,0.018131,0.76049,438,51,F,administrator,43204
0.042638,0.50875,0.015342,0.6566,439,23,F,administrator,20817
0.034386,0.43644,0.043236,0.7948,440,30,M,other,48076
0.033691,0.51459,0,0.59452,441,50,M,technician,55013
0.29938,0.63241,0.17155,0.48375,442,22,M,student,85282
0.015257,0.48142,0.0055788,0.55751,443,35,M,salesman,33308
0.023979,0.47097,0.0055788,0.68087,444,51,F,lawyer,53202
0.13217,0.52545,0.16039,0.14603,445,21,M,writer,92653
0.0020425,0.46894,0.022315,0.37247,446,57,M,educator,60201
0.32964,0.62353,0.16597,0.62327,447,30,M,administrator,55113
0.0063955,0.44965,0.025105,0.54777,448,23,M,entertainment,10021
0.091765,0.43555,0.076709,0.66755,449,23,M,librarian,55021
1,0.40875,0.72524,0.70253,450,35,F,educator,11758
0,0.51617,0.10879,0.36793,451,16,M,student,48446
0.48871,0.28331,0.25941,0.56865,452,35,M,administrator,28018
0.34941,0.64731,0.18968,0.53189,453,18,M,student,6333
0.44366,0.42665,0.30126,0.44021,454,57,M,other,97330
0.40778,0.59198,0.2357,0.5953,455,48,M,administrator,83709
0.44049,0.42953,0.27476,0.58156,456,24,M,technician,31820
0.76195,0.59654,0.35844,0.75003,457,33,F,salesman,30011
0.39139,0.33554,0.22734,0.65033,458,47,M,technician,Y1A6B
0.16805,0.66795,0.13668,0.55939,459,22,M,student,29201
0.056295,0.46605,0.066946,0.56839,460,44,F,other,60630
0.017626,0.46624,0.0041841,0.44648,461,15,M,student,98102
0.035341,0.51009,0.018131,0.74255,462,19,F,student,2918
0.097557,0.54578,0.1576,0.40641,463,48,F,healthcare,75218
0.069387,0.47808,0.046025,0.75372,464,60,M,writer,94583
0.21175,0.38231,0.083682,0.57601,465,32,M,other,5001
0.20013,0.59527,0.11297,0.58426,466,22,M,student,90804
0.069757,0.52797,0.033473,0.64835,467,29,M,engineer,91201
0.41388,0.47724,0.17155,0.74048,468,28,M,engineer,2341
0.12507,0.31886,0.032078,0.90091,469,60,M,educator,78628
0.077146,0.52905,0.051604,0.61789,470,24,M,programmer,10021
0.068391,0.49793,0.015342,0.56109,471,10,M,student,77459
0.62897,0.90975,0.33891,0.81009,472,24,M,student,87544
0.045294,0.45218,0.020921,0.71717,473,29,M,student,94708
0.81759,0.17667,0.42817,0.767,474,51,M,executive,93711
0.027215,0.45202,0,0.62412,475,30,M,programmer,75230
0.1749,0.49565,0.087866,0.55706,476,28,M,student,60440
0.066101,0.52392,0.020921,0.8779,477,23,F,student,2125
0.26673,0.52412,0.12971,0.56963,478,29,M,other,10019
0.47858,0.50569,0.25384,0.57107,479,30,M,educator,55409
0.17461,0.37178,0.055788,0.6636,480,57,M,retired,98257
0.17481,0.38898,0.050209,0.73726,481,73,M,retired,37771
0.018659,0.49323,0.0083682,0.57174,482,18,F,student,40256
0.1122,0.49464,0.054393,0.46154,483,29,M,scientist,43212
0.43524,0.69473,0.16597,0.74042,484,27,M,student,21208
0.0055854,0.4615,0.0083682,0.45787,485,44,F,educator,95821
0.13435,0.61035,0.2357,0.51228,486,39,M,educator,93101
0.52773,0.78764,0.29428,0.63745,487,22,M,engineer,92121
0.38411,0.42035,0.18689,0.55222,488,48,M,technician,21012
0.0027788,0.53181,0.12413,0.66106,489,55,M,other,45218
0.067869,0.51042,0.051604,0.38415,490,29,F,artist,V5A2B
0.060306,0.42921,0.018131,0.69769,491,43,F,writer,53711
0.14213,0.3317,0.048815,0.60259,492,57,M,educator,94618
0.35749,0.59471,0.16039,0.67018,493,22,M,engineer,60090
0.13717,0.44821,0.037657,0.70475,494,38,F,administrator,49428
0.56923,0.60187,0.26918,0.72865,495,29,M,engineer,3052
0.26847,0.47789,0.15202,0.45566,496,21,F,student,55414
0.51781,0.75946,0.36123,0.49954,497,20,M,student,50112
0.31235,0.32529,0.17992,0.53193,498,26,M,writer,55408
0.25303,0.36545,0.11437,0.70191,499,42,M,programmer,75006
0.37949,0.54583,0.28591,0.5478,500,28,M,administrator,94305
0.10079,0.61409,0.073919,0.6736,501,22,M,student,10025
0.0068842,0.50624,0.02371,0.47849,502,22,M,student,23092
0.41366,0.30505,0.19526,0.7481,503,50,F,writer,27514
0.48286,0.56916,0.32218,0.63049,504,40,F,writer,92115
0.27857,0.55536,0.12831,0.55486,505,27,F,other,20657
0.58685,0.48127,0.30962,0.6459,506,46,M,programmer,3869
0.050263,0.61516,0.052999,0.95694,507,18,F,writer,28450
0.30676,0.41647,0.093445,0.6915,508,27,M,marketing,19382
0.023728,0.48057,0.018131,0.30294,509,23,M,administrator,10011
0.0040712,0.49545,0.013947,0.3774,510,34,M,other,98038
0.0053282,0.48904,0.0055788,0.66853,511,22,M,student,21250
0.076813,0.45733,0.0013947,0.84124,512,29,M,other,20090
0.071141,0.54378,0.0027894,0.85021,513,43,M,administrator,26241
0.53883,0.45502,0.24268,0.69524,514,27,M,programmer,20707
0.0040137,0.4925,0.027894,0.44648,515,53,M,marketing,49508
0.0662,0.43312,0.0013947,0.77075,516,53,F,librarian,10021
0.050007,0.52437,0.02371,0.5345,517,24,M,student,55454
0.099169,0.62061,0.073919,0.6371,518,49,F,writer,99709
0.0050316,0.48398,0.040446,0.7788,519,22,M,other,55320
0.012965,0.46135,0.0041841,0.57521,520,62,M,healthcare,12603
0.36117,0.63344,0.18131,0.48793,521,19,M,student,2146
0.11894,0.38193,0.013947,0.84124,522,36,M,engineer,55443
0.22261,0.4221,0.11158,0.84913,523,50,F,administrator,4102
0.62147,0.26096,0.39888,0.59258,524,56,M,educator,2159
0.078878,0.58315,0.04742,0.53421,525,27,F,administrator,19711
0.064954,0.54415,0.066946,0.51615,526,30,M,marketing,97124
0.39062,0.25426,0.16318,0.69285,527,33,M,librarian,12180
0.16409,0.4655,0.046025,0.65876,528,18,M,student,55104
0.0024258,0.49993,0.032078,0.6255,529,47,F,administrator,44224
0.13614,0.45092,0.034868,0.70965,530,29,M,engineer,94040
0.0026994,0.47631,0.013947,0.51557,531,30,F,salesman,97408
0.54348,0.66086,0.35425,0.77821,532,20,M,student,92705
0.55607,0.56151,0.33473,0.56036,533,43,M,librarian,2324
0.103,0.68591,0.083682,0.76476,534,20,M,student,5464
0.5214,0.18103,0.27615,0.72354,535,45,F,educator,80302
0.46281,0.46803,0.19944,0.70441,536,38,M,engineer,30078
0.67415,0.14904,0.65551,0.4066,537,36,M,engineer,22902
0.2999,0.47036,0.085077,0.62924,538,31,M,scientist,21010
0.13411,0.36175,0.050209,0.73726,539,53,F,administrator,80303
0.091553,0.59578,0.059972,0.65796,540,28,M,engineer,91201
0.29229,0.58793,0.1576,0.63125,541,19,F,student,84302
0.34875,0.48908,0.16039,0.59123,542,21,M,student,60515
0.46434,0.3936,0.24686,0.60429,543,33,M,scientist,95123
0.004381,0.48202,0.015342,0.38918,544,44,F,other,29464
0.40986,0.667,0.19805,0.59634,545,27,M,technician,8052
0.093962,0.55116,0.054393,0.71244,546,36,M,executive,22911
0.0078622,0.46679,0.0041841,0.63957,547,50,M,educator,14534
0.23864,0.67049,0.18828,0.64513,548,51,M,writer,95468
0.056564,0.53421,0.0069735,0.65965,549,42,M,scientist,45680
0.044397,0.56141,0.027894,0.64633,550,16,F,student,95453
0.7028,0.83207,0.43794,0.68405,551,25,M,programmer,55414
0.091816,0.62419,0.089261,0.47468,552,45,M,other,68147
0.29202,0.21293,0.11158,0.79288,553,58,M,educator,62901
0.30381,0.60917,0.1311,0.61529,554,32,M,scientist,62901
0.10836,0.52182,0.04463,0.74824,555,29,F,educator,23227
0.12141,0.35508,0.033473,0.80311,556,35,F,educator,30606
0.069638,0.46973,0.046025,0.66993,557,30,F,writer,11217
0.028803,0.43103,0,0.80176,558,56,F,writer,63132
0.1995,0.41101,0.078103,0.61789,559,69,M,executive,10022
0.18452,0.49583,0.11297,0.56374,560,32,M,student,10003
0.63188,0.30604,0.47001,0.45395,561,23,M,engineer,60005
0.22037,0.43453,0.072524,0.60685,562,54,F,administrator,20879
0.072177,0.51509,0.013947,0.67347,563,39,F,librarian,32707
0.038399,0.53275,0.019526,0.56839,564,65,M,retired,94591
0.066428,0.37411,0.020921,0.90327,565,40,M,student,55422
0.37261,0.44866,0.17992,0.57763,566,20,M,student,14627
0.36694,0.15663,0.18828,0.72918,567,24,M,entertainment,10003
0.15264,0.26902,0.085077,0.55614,568,39,M,educator,1915
0.091689,0.58342,0.069735,0.59029,569,34,M,educator,91903
0.0056298,0.46367,0.0027894,0.35228,570,26,M,educator,14627
0.062464,0.42438,0,0.57971,571,34,M,artist,1945
0.022858,0.45803,0,0.5205,572,51,M,educator,20003
0.14793,0.36577,0.043236,0.66708,573,68,M,retired,48911
0.011773,0.46188,0.036262,0.60095,574,56,M,educator,53188
0.089938,0.43671,0.0083682,0.49203,575,33,M,marketing,46032
0.083625,0.50018,0.022315,0.60274,576,48,M,executive,98281
0.49479,0.69878,0.23431,0.68428,577,36,F,student,77845
0.016354,0.50011,0.0055788,0.34779,578,31,M,administrator,M7A1A
0.19257,0.45692,0.075314,0.58651,579,32,M,educator,48103
0.065198,0.58926,0.037657,0.61026,580,16,M,student,17961
0.048152,0.4487,0.011158,0.75312,581,37,M,other,94131
0.082602,0.58613,0.058577,0.52766,582,17,M,student,93003
0.090579,0.4201,0.0097629,0.87414,583,44,M,engineer,29631
0.06571,0.50578,0.0055788,0.60685,584,25,M,student,27511
0.078279,0.34403,0.083682,0.66483,585,69,M,librarian,98501
0.3583,0.7129,0.20363,0.54279,586,20,M,student,79508
0.0039262,0.50596,0.10879,0.43742,587,26,M,other,14216
0.47979,0.70046,0.28591,0.66623,588,18,F,student,93063
0.0026599,0.51001,0.032078,0.5773,589,21,M,lawyer,90034
0.056337,0.46099,0.039052,0.59452,590,50,M,educator,82435
0.19905,0.3831,0.089261,0.64034,591,57,F,librarian,92093
0.64917,0.5064,0.4742,0.68745,592,18,M,student,97520
0.37513,0.6049,0.18968,0.62678,593,31,F,educator,68767
0.047552,0.44261,0.0069735,0.5886,594,46,M,educator,M4J2K
0.094688,0.58972,0.106,0.50508,595,25,M,programmer,31909
0.021643,0.50064,0,0.62412,596,20,M,artist,77073
0.052396,0.54279,0.029289,0.63423,597,23,M,other,84116
0.010926,0.47977,0.0069735,0.64781,598,40,F,marketing,43085
0.0427,0.56288,0.037657,0.71105,599,22,F,student,R3T5K
0.23433,0.53786,0.096234,0.61947,600,34,M,programmer,2320
0.32757,0.48155,0.17852,0.47049,601,19,F,artist,99687
0.045917,0.53474,0.012552,0.68129,602,47,F,other,34656
0.13845,0.52246,0.037657,0.67956,603,21,M,programmer,47905
0.061049,0.46459,0.0097629,0.53421,604,39,M,educator,11787
0.21249,0.45736,0.097629,0.67018,605,33,M,engineer,33716
0.62052,0.69383,0.30126,0.73251,606,28,M,programmer,63044
0.091498,0.37029,0.02371,0.69454,607,49,F,healthcare,2154
0.35236,0.31877,0.19944,0.64628,608,22,M,other,10003
0.017583,0.47684,0.011158,0.26673,609,13,F,student,55106
0.22657,0.43282,0.076709,0.6636,610,22,M,student,21227
0.0048757,0.46247,0.030683,0.69321,611,46,M,librarian,77008
0.044351,0.4932,0.0097629,0.55614,612,36,M,educator,79070
0.087911,0.42844,0.011158,0.83771,613,37,F,marketing,29678
0.050915,0.52848,0.026499,0.48444,614,54,M,educator,80227
0.25198,0.26107,0.11576,0.70231,615,38,M,educator,27705
0.0041333,0.49328,0.032078,0.63239,616,55,M,scientist,50613
0.134,0.36864,0.12273,0.33409,617,27,F,writer,11201
0.53228,0.564,0.27336,0.53147,618,15,F,student,44212
0.19002,0.65079,0.096234,0.59618,619,17,M,student,44134
0.18618,0.64185,0.12552,0.69141,620,18,F,writer,81648
0.32928,0.74601,0.2106,0.60923,621,17,M,student,60402
0.51471,0.60576,0.2901,0.56205,622,25,M,programmer,14850
0.1458,0.44966,0.034868,0.6636,623,50,F,educator,60187
0.12617,0.67226,0.16876,0.60397,624,19,M,student,30067
0.28573,0.4188,0.11994,0.57497,625,27,M,programmer,20723
0.0077146,0.47396,0.016736,0.25219,626,23,M,scientist,19807
0.39432,0.54239,0.22455,0.53318,627,24,M,engineer,8034
0.016741,0.48542,0.0097629,0.95089,628,13,M,none,94306
0.33386,0.45618,0.14086,0.76702,629,46,F,other,44224
0.1871,0.66454,0.12273,0.54243,630,26,F,healthcare,55408
0.0057268,0.47223,0,0.47609,631,18,F,student,38866
0.39618,0.53205,0.13668,0.64219,632,18,M,student,55454
0.14128,0.52883,0.052999,0.53837,633,35,M,programmer,55414
0.13431,0.65654,0.16039,0.55614,634,39,M,engineer,T8H1N
0.018939,0.50298,0.019526,0.52485,635,22,M,other,23237
0.041973,0.50277,0,0.87578,636,47,M,educator,48043
0.082693,0.57898,0.11715,0.2956,637,30,M,other,74101
0.23302,0.52138,0.065551,0.60556,638,45,M,engineer,1940
0.23387,0.27713,0.17852,0.43448,639,42,F,librarian,12065
0.29048,0.51647,0.12413,0.81046,640,20,M,student,61801
0.095283,0.36495,0.027894,0.77956,641,24,M,student,60626
0.52685,0.81223,0.41562,0.63083,642,18,F,student,95521
0.5558,0.50149,0.25941,0.66494,643,39,M,scientist,55122
0.048353,0.56723,0.030683,0.74255,644,51,M,retired,63645
0.35759,0.29209,0.14226,0.73042,645,27,M,programmer,53211
0.005002,0.48743,0.025105,0.4309,646,17,F,student,51250
0.15828,0.53534,0.052999,0.6915,647,40,M,educator,45810
0.59013,0.64178,0.38633,0.52324,648,43,M,engineer,91351
0.052355,0.53932,0.0055788,0.68087,649,20,M,student,39762
0.63092,0.39115,0.40586,0.49218,650,42,M,engineer,83814
0.01362,0.43989,0.0013947,0.53107,651,65,M,retired,2903
0.017899,0.49437,0.0027894,0.48686,652,35,M,other,22911
0.49656,0.59811,0.36681,0.35547,653,31,M,executive,55105
0.35815,0.65095,0.17713,0.6499,654,27,F,student,78739
0.67619,0.35665,0.92748,0.41925,655,50,F,healthcare,60657
0.0061923,0.45416,0.0055788,0.31079,656,48,M,educator,10314
0.031607,0.49541,0.012552,0.51795,657,26,F,none,78704
0.18314,0.44238,0.07113,0.66332,658,33,M,programmer,92626
0.49245,0.29466,0.23849,0.68055,659,31,M,educator,54248
0.38378,0.5517,0.28452,0.32356,660,26,M,student,77380
0.38391,0.42804,0.14086,0.71808,661,28,M,programmer,98121
0.030208,0.449,0.0041841,0.70393,662,55,M,librarian,19102
0.26722,0.64469,0.19247,0.60389,663,26,M,other,19341
0.45604,0.29379,0.20363,0.66764,664,30,M,engineer,94115
0.31657,0.61227,0.17015,0.58826,665,25,M,administrator,55412
0.56025,0.24447,0.31381,0.64346,666,44,M,administrator,61820
0.13651,0.38484,0.037657,0.72995,667,35,M,librarian,1970
0.05095,0.50079,0.036262,0.60095,668,29,F,writer,10016
0.23195,0.384,0.11158,0.55899,669,37,M,other,20009
0.14278,0.37514,0.036262,0.6975,670,30,M,technician,21114
0.29668,0.69685,0.14505,0.61839,671,21,M,programmer,91919
0.038592,0.48411,0.012552,0.51795,672,54,F,administrator,90095
0.018706,0.4695,0.020921,0.70871,673,51,M,educator,22906
0.06479,0.59242,0.029289,0.64145,674,13,F,student,55337
0.03186,0.4184,0.019526,0.65547,675,34,M,other,28814
0.13592,0.52032,0.079498,0.61951,676,30,M,programmer,32712
0.052421,0.56845,0.040446,0.62171,677,20,M,other,99835
0.056953,0.51002,0.011158,0.57337,678,50,M,educator,61462
0.19179,0.48258,0.058577,0.64227,679,20,F,student,54302
0.093348,0.49075,0.025105,0.74255,680,33,M,lawyer,90405
0.0040723,0.46527,0.0027894,0.51377,681,44,F,marketing,97208
0.67668,0.82587,0.52859,0.48729,682,23,M,programmer,55128
0.056792,0.46731,0.076709,0.51359,683,42,M,librarian,23509
0.21568,0.57119,0.09205,0.59107,684,28,M,student,55414
0.0058714,0.45595,0,0.16522,685,32,F,librarian,55409
0.30189,0.31423,0.07113,0.90935,686,32,M,educator,26506
0.0057274,0.47947,0.0013947,0.58747,687,31,F,healthcare,27713
0.003644,0.4791,0.0055788,0.98927,688,37,F,administrator,60476
0.071326,0.59578,0.022315,0.69321,689,25,M,other,45439
0.26735,0.52489,0.1325,0.49025,690,35,M,salesman,63304
0.10256,0.43024,0.016736,0.80731,691,34,M,educator,60089
0.073102,0.49693,0.027894,0.5279,692,34,M,engineer,18053
0.35703,0.43489,0.18689,0.48686,693,43,F,healthcare,85210
0.4973,0.26915,0.19107,0.78781,694,60,M,programmer,6365
0.0065374,0.47342,0.025105,0.53219,695,26,M,writer,38115
0.030239,0.43237,0.012552,0.72213,696,55,M,other,94920
0.10014,0.64747,0.11855,0.65796,697,25,M,other,77042
0.26405,0.37015,0.14923,0.39986,698,28,F,programmer,6906
0.13864,0.56625,0.17992,0.4902,699,44,M,other,96754
0.094517,0.47166,0.0013947,0.64386,700,17,M,student,76309
0.033698,0.46993,0.018131,0.80535,701,51,F,librarian,56321
0.029754,0.49938,0.015342,0.28412,702,37,M,other,89104
0.080794,0.59022,0.037657,0.60397,703,26,M,educator,49512
0.21721,0.27112,0.097629,0.67676,704,51,F,librarian,91105
0.2966,0.68563,0.1311,0.65685,705,21,F,student,54494
0.049497,0.5478,0.012552,0.53837,706,23,M,student,55454
0.33725,0.20053,0.30126,0.59326,707,56,F,librarian,19146
0.093529,0.64663,0.11855,0.5057,708,26,F,homemaker,96349
0.35103,0.67847,0.16457,0.61597,709,21,M,other,N4T1A
0.22538,0.40093,0.09205,0.65304,710,19,M,student,92020
0.4933,0.4484,0.28033,0.70102,711,22,F,student,15203
0.34012,0.58647,0.19805,0.6731,712,22,F,student,54901
0.0050093,0.45486,0.013947,0.43661,713,42,F,other,7204
0.0734,0.60825,0.033473,0.60125,714,26,M,engineer,55343
0.41671,0.67566,0.20502,0.55995,715,21,M,technician,91206
0.72645,0.27195,0.34728,0.70953,716,36,F,administrator,44265
0.088739,0.63845,0.10181,0.6566,717,24,M,technician,84105
0.052318,0.58326,0.026499,0.65145,718,42,M,technician,64118
0.15462,0.47212,0.065551,0.47742,719,37,F,other,V0R2H
0.0066914,0.4492,0.013947,0.73268,720,49,F,administrator,16506
0.29013,0.53287,0.20642,0.60509,721,24,F,entertainment,11238
0.056887,0.5646,0.030683,0.62976,722,50,F,homemaker,17331
0.060666,0.46434,0.0027894,0.52723,723,26,M,executive,94403
0.0032523,0.50112,0.090656,0.19918,724,31,M,executive,40243
0.021685,0.49816,0.0069735,0.68334,725,21,M,student,91711
0.023002,0.50026,0.0055788,0.44648,726,25,F,administrator,80538
0.57073,0.7551,0.4212,0.45752,727,25,M,student,78741
0.034084,0.50224,0.0083682,0.61729,728,58,M,executive,94306
0.0059147,0.48512,0.0013947,0.40419,729,19,M,student,56567
0.054222,0.54931,0.025105,0.5166,730,31,F,scientist,32114
0.21418,0.35422,0.087866,0.56063,731,41,F,educator,70403
0.0023136,0.47004,0,0.65373,732,28,F,other,98405
0.0847,0.51212,0.12134,0.45478,733,44,F,other,60630
0.18871,0.44246,0.061367,0.6269,734,25,F,other,63108
0.056906,0.50392,0.046025,0.54145,735,29,F,healthcare,85719
0.025564,0.47303,0.0055788,0.44648,736,48,F,writer,94618
0.12121,0.42272,0.018131,0.73358,737,30,M,programmer,98072
0.46029,0.53375,0.17852,0.64653,738,35,M,technician,95403
0.1054,0.45216,0.020921,0.62412,739,35,M,technician,73162
0.0044307,0.47218,0,0.56491,740,25,F,educator,22206
0.28902,0.5024,0.11715,0.58313,741,25,M,writer,63108
0.056085,0.50614,0.0083682,0.58313,742,35,M,student,29210
0.027959,0.48336,0.020921,0.6495,743,31,M,programmer,92660
0.074939,0.42812,0.0097629,0.69869,744,35,M,marketing,47024
0.15194,0.42048,0.055788,0.47609,745,42,M,writer,55113
0.24156,0.58441,0.065551,0.6365,746,25,M,engineer,19047
0.69847,0.18318,0.38075,0.75872,747,19,M,other,93612
0.34832,0.39007,0.12273,0.66031,748,28,M,administrator,94720
0.69509,0.62635,0.39749,0.63092,749,33,M,other,80919
0.0039237,0.48441,0.018131,0.4734,750,28,M,administrator,32303
0.39147,0.5218,0.20642,0.60685,751,24,F,other,90034
0.0067525,0.4883,0.073919,0.50732,752,60,M,retired,21201
0.15957,0.38833,0.051604,0.62308,753,56,M,salesman,91206
0.037621,0.51506,0.019526,0.55969,754,59,F,librarian,62901
0.0018564,0.4824,0.025105,0.47765,755,44,F,educator,97007
0.23035,0.56449,0.12413,0.50352,756,30,F,none,90247
0.38978,0.71033,0.20363,0.55528,757,26,M,student,55104
0.68588,0.49529,0.47001,0.70606,758,27,M,student,53706
0.057883,0.58497,0.016736,0.76105,759,20,F,student,68503
0.078585,0.50751,0.029289,0.51869,760,35,F,other,14211
0.075023,0.5818,0.064156,0.40162,761,17,M,student,97302
0.0282,0.45729,0.0013947,0.46058,762,32,M,administrator,95050
0.33546,0.40999,0.15202,0.67829,763,27,M,scientist,2113
0.27059,0.61739,0.12413,0.6502,764,27,F,educator,62903
0.044269,0.43321,0.0041841,0.7683,765,31,M,student,33066
0.43155,0.28198,0.21618,0.55138,766,42,M,other,10960
0.11222,0.40861,0.02371,0.87058,767,70,M,engineer,0
0.089591,0.57108,0.061367,0.52513,768,29,M,administrator,12866
0.041995,0.52577,0.012552,0.4669,769,39,M,executive,6927
0.084659,0.60519,0.061367,0.83045,770,28,M,student,14216
0.15785,0.49352,0.069735,0.65796,771,26,M,student,15232
0.0044584,0.50832,0.018131,0.74255,772,50,M,writer,27105
0.32191,0.42722,0.19665,0.52923,773,20,M,student,55414
0.32944,0.48661,0.28452,0.1676,774,30,M,student,80027
0.0041532,0.4684,0.011158,0.67911,775,46,M,executive,90036
0.25514,0.3737,0.11855,0.58465,776,30,M,librarian,51157
0.11424,0.44941,0.022315,0.759,777,63,M,programmer,1810
0.17526,0.50306,0.062762,0.43282,778,34,M,student,1960
0.079682,0.57448,0.02371,0.71854,779,31,M,student,K7L5J
0.18779,0.39817,0.048815,0.70487,780,49,M,programmer,94560
0.14545,0.42615,0.030683,0.67911,781,20,M,student,48825
0.031033,0.56299,0.29568,0.38395,782,21,F,artist,33205
0.0051717,0.48747,0.013947,0.70307,783,30,M,marketing,77081
0.0025168,0.48408,0.026499,0.697,784,47,M,administrator,91040
0.090843,0.46937,0.0097629,0.65483,785,32,M,engineer,23322
0.38608,0.49101,0.13529,0.70459,786,36,F,engineer,1754
0.0027434,0.48684,0.051604,0.48804,787,18,F,student,98620
0.49724,0.52372,0.31939,0.54755,788,51,M,administrator,5779
0.061557,0.50187,0.018131,0.64386,789,29,M,other,55420
0.40666,0.70537,0.29428,0.45161,790,27,M,technician,80913
0.019417,0.48127,0.0069735,0.68334,791,31,M,educator,20064
0.065134,0.54995,0.037657,0.48428,792,40,M,programmer,12205
0.090955,0.59635,0.048815,0.59721,793,22,M,student,85281
0.079628,0.44575,0.026499,0.83365,794,32,M,educator,57197
0.33568,0.56546,0.19386,0.48559,795,30,M,programmer,8610
0.7347,0.67153,0.47141,0.62429,796,32,F,writer,33755
0.026987,0.48477,0.0083682,0.344,797,44,F,other,62522
0.35418,0.62055,0.30544,0.54311,798,40,F,writer,64131
0.051463,0.42737,0.0055788,0.74255,799,49,F,administrator,19716
0.055972,0.53784,0.011158,0.66853,800,25,M,programmer,55337
0.0053631,0.50737,0.0083682,0.75394,801,22,M,writer,92154
0.10172,0.49295,0.076709,0.59254,802,35,M,administrator,34105
0.0019812,0.45474,0.018131,0.4734,803,70,M,administrator,78212
0.74409,0.59363,0.43515,0.64356,804,39,M,educator,61820
0.5203,0.56405,0.35286,0.54951,805,27,F,other,20009
0.37912,0.47192,0.16736,0.63681,806,27,M,marketing,11217
0.48406,0.59123,0.25662,0.71062,807,41,F,healthcare,93555
0.0054755,0.48497,0.0041841,0.78117,808,45,M,salesman,90016
0.0047031,0.47676,0,0.57971,809,50,F,marketing,30803
0.0023513,0.4919,0.0083682,0.86781,810,55,F,other,80526
0.0032861,0.48496,0.0013947,0.78485,811,40,F,educator,73013
0.003533,0.49462,0,0.59452,812,22,M,technician,76234
0.0067594,0.47533,0.012552,0.38523,813,14,F,student,2136
0.061197,0.47505,0.020921,0.43802,814,30,M,other,12345
0.51775,0.44491,0.22734,0.66651,815,32,M,other,28806
0.0052322,0.50396,0.0069735,0.69518,816,34,M,other,20755
0.046112,0.5583,0.022315,0.5534,817,19,M,student,60152
0.0069192,0.47352,0.0013947,0.58747,818,28,M,librarian,27514
0.024441,0.46162,0.011158,0.7637,819,59,M,administrator,40205
0.0078975,0.47684,0.0013947,0.44648,820,22,M,student,37725
0.19898,0.50483,0.058577,0.84283,821,37,M,engineer,77845
0.040169,0.48334,0.0069735,0.48201,822,29,F,librarian,53144
0.57775,0.48299,0.23013,0.74415,823,27,M,artist,50322
0.0064078,0.4734,0,0.32806,824,31,M,other,15017
0.19222,0.73504,0.17434,0.62821,825,44,M,engineer,5452
0.2867,0.62492,0.1325,0.69106,826,28,M,artist,77048
0.005477,0.48403,0.011158,0.5205,827,23,F,engineer,80228
0.071726,0.38495,0.11715,0.48064,828,28,M,librarian,85282
0.10395,0.42656,0.061367,0.60839,829,48,M,writer,80209
0.33135,0.49145,0.11994,0.66714,830,46,M,programmer,53066
0.14532,0.54824,0.073919,0.6006,831,21,M,other,33765
0.016294,0.5021,0.0069735,0.43464,832,24,M,technician,77042
0.45658,0.41038,0.34449,0.46312,833,34,M,writer,90019
0.072374,0.55358,0.04742,0.72062,834,26,M,other,64153
0.2988,0.36793,0.11437,0.78609,835,44,F,executive,11577
0.12476,0.3634,0.041841,0.7011,836,44,M,artist,10018
0.049769,0.51195,0.036262,0.45936,837,36,F,artist,55409
0.26539,0.4975,0.10181,0.77757,838,23,M,student,1375
0.065657,0.53505,0.051604,0.50362,839,38,F,entertainment,90814
0.56471,0.13686,0.24686,0.78313,840,39,M,artist,55406
0.0055506,0.4928,0.015342,0.7139,841,45,M,doctor,47401
0.0073106,0.46365,0.0097629,0.66579,842,40,M,writer,93055
0.38777,0.46648,0.25662,0.36811,843,35,M,librarian,44212
0.2279,0.55672,0.085077,0.59634,844,22,M,engineer,95662
0.0052445,0.44657,0.015342,0.48469,845,64,M,doctor,97405
0.88003,0.26709,0.53696,0.66579,846,27,M,lawyer,47130
0.30694,0.52898,0.17573,0.45662,847,29,M,student,55417
0.48244,0.26764,0.18131,0.82742,848,46,M,engineer,2146
0.082476,0.49173,0.0041841,1,849,15,F,student,25652
0.22977,0.49053,0.043236,0.89929,850,34,M,technician,78390
0.2877,0.65984,0.2636,0.58248,851,18,M,other,29646
0.083092,0.56178,0.040446,0.58545,852,46,M,administrator,94086
0.0018987,0.49701,0.029289,0.43926,853,49,M,writer,40515
0.39188,0.44428,0.27476,0.50924,854,29,F,student,55408
0.038911,0.41053,0.0041841,0.54946,855,53,M,librarian,4988
0.0050979,0.48595,0.0083682,0.57174,856,43,F,marketing,97215
0.015769,0.4614,0.0027894,0.52723,857,35,F,administrator,V1G4L
0.019641,0.45918,0.0013947,0.57337,858,63,M,educator,9645
0.044874,0.52204,0.026499,0.697,859,18,F,other,6492
0.08375,0.45389,0.07113,0.51737,860,70,F,retired,48322
0.057664,0.39069,0.032078,0.74255,861,38,F,student,14085
0.51606,0.47732,0.20223,0.85021,862,25,M,executive,13820
0.0020876,0.50051,0.12134,0.48245,863,17,M,student,60089
0.74074,0.71343,0.38215,0.69018,864,27,M,programmer,63021
0.0602,0.5224,0.064156,0.23565,865,25,M,artist,11231
0.0060579,0.44569,0,0.35766,866,45,M,other,60302
0.33186,0.4309,0.1046,0.82046,867,24,M,scientist,92507
